numero,nombre,tipo,contacto,cargo,correo electronico,telefono,ciudad,pais,observaciones,razon social,tipo de contribuyente,cuit,alta,baja,activo,frecuencia,importe,nro de cuenta,nombre de cuenta,descripcion
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,+54 5263-2378,Buenos Aires,Argentina,Observacion A,S.A.,Exento,24-56588769-6,2019-08-09,,True,Bimestral,481653.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,+54 5263-2378,Buenos Aires,Argentina,Observacion A,S.A.,Exento,24-56588769-6,2019-08-09,,True,Bimestral,676243.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,766487.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,356286.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,72321.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,512660.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,235999.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,188904.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,183842.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,70469.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,207544.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,483595.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,226668.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,285886.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,321539.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,345181.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,250534.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,333984.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,522252.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,564381.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,53611.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,175471.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,487451.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,590151.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,442684.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,520747.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,599251.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,360648.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,63873.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,299852.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,723618.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,615923.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,282999.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,693094.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,54677.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,319808.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,626970.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,364686.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,631303.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,274376.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,128788.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,256681.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,480666.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,482346.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,488328.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,262263.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,356384.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,544174.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,149397.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,675154.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,202733.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,773286.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,334462.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,739298.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,539067.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,159307.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,152701.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,430624.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,+595 5380-3426,Asuncion,Paraguay,Observacion D,S.A.S.,Monotributista,27-23783266-6,2019-12-02,,True,Mensual,148343.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,+598 5503-7127,Montevideo,Uruguay,Observacion C,S.A.,Responsable Inscripto,25-36901514-8,2019-08-13,,True,Anual,385846.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,+598 5503-7127,Montevideo,Uruguay,Observacion C,GOB,Responsable Inscripto,25-36901514-8,2019-08-13,,True,Anual,750782.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,+598 5503-7127,Montevideo,Uruguay,Observacion C,GOB,Responsable Inscripto,25-36901514-8,2019-08-13,,True,Anual,409837.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,+598 5503-7127,Montevideo,Uruguay,Observacion C,GOB,Responsable Inscripto,25-36901514-8,2019-08-13,,True,Anual,747805.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,+598 5503-7127,Montevideo,Uruguay,Observacion C,GOB,Responsable Inscripto,25-36901514-8,2019-08-13,,True,Anual,260898.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,+598 5503-7127,Montevideo,Uruguay,Observacion C,GOB,Responsable Inscripto,25-36901514-8,2019-08-13,,True,Anual,558515.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,706102.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,254098.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,76229.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,628328.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,486856.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,298046.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,171034.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,587146.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,417361.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,279196.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,706918.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,385281.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,331280.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,351957.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,357979.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,581485.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,428123.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,85345.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,774305.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,609982.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,680131.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,130889.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,760502.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,469510.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,577317.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,445942.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,239793.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,340346.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,178456.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,224200.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,609063.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,740873.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,+598 5550-9219,Montevideo,Uruguay,Observacion D,GOB,Exento,29-75196406-1,2022-01-21,,True,Mensual,508753.0,404100,Ingresos Estado,"Subsidios Cargas Sociales, Programas Estatales, Becas Estatales, etc"
