numero,nombre,tipo,contacto,cargo,correo electronico,telefono,ciudad,pais,observaciones,razon social,tipo de contribuyente,cuit,alta,baja,activo,frecuencia,importe,nro de cuenta,nombre de cuenta,descripcion
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,268278.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,486280.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,335920.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,581841.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,294729.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,545689.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,347660.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,416591.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,572610.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,317989.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,477604.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,484857.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,299187.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,361284.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,375092.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,378265.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,398047.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,529570.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,572356.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,280450.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00117,Automoviles Full,Empresa,Contacto VS,-,afull@mail.com,+598 5550-9221,Montevideo,Uruguay,Observacion OA,S.A.,Responsable Inscripto,21-38712356-4,2020-01-24,2024-02-02,False,Mensual,233279.0,403103,Ingresos Bonos Contribucion,Para fines generales
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,,False,Mensual,29120.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,88565.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,88682.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,28523.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,13240.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,27493.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,222261.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,102864.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,228710.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,291540.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,366630.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,446985.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,326348.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,429540.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,303796.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,262362.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,523067.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,534547.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,307194.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,462809.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,434394.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,291606.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,217008.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00132,ViaVerde,Campaña,Contacto RCO,-,eco@viaverde.com,+56 9 8765 4321,Santiago de Chile,Chile,-,S.R.L.,Responsable Inscripto,27-78434109-9,2021-01-02,2023-01-03,False,Mensual,592642.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-01-03,False,Mensual,74488.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,14428.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,47448.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,67094.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,59924.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,46713.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,59286.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,89666.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,81847.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,83619.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,166344.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,174132.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,570388.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,349275.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,561428.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,579438.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,359406.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,590415.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,410481.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,234722.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,334523.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,366542.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,537160.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00133,Energia Futuro S.A.,Empresa,Contacto AEF,-,maria.lopez@energiasfuturo.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,IVA Responsable Inscripto,30-67891234-7,2022-01-01,2023-12-31,False,Mensual,553331.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00134,Energia Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,Responsable Inscripto,33-12345678-9,2023-01-01,2023-12-31,False,Mensual,356962.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00134,Energia Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,Responsable Inscripto,33-12345678-9,2023-01-01,2023-12-31,False,Mensual,263071.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00134,Energia Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,Responsable Inscripto,33-12345678-9,2023-01-01,2023-12-31,False,Mensual,525330.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00134,Energia Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,Responsable Inscripto,33-12345678-9,2023-01-01,2023-12-31,False,Mensual,508349.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00134,Energia Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,Responsable Inscripto,33-12345678-9,2023-01-01,2023-12-31,False,Mensual,501922.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00134,Energia Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,Responsable Inscripto,33-12345678-9,2023-01-01,2023-12-31,False,Mensual,462336.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00134,Energia Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,Responsable Inscripto,33-12345678-9,2023-01-01,2023-12-31,False,Mensual,445924.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00134,Energia Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,Responsable Inscripto,33-12345678-9,2023-01-01,2023-12-31,False,Mensual,341986.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00134,Energia Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,Responsable Inscripto,33-12345678-9,2023-01-01,2023-12-31,False,Mensual,307348.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00134,Energia Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,Responsable Inscripto,33-12345678-9,2023-01-01,2023-12-31,False,Mensual,449104.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00134,Energia Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,Responsable Inscripto,33-12345678-9,2023-01-01,2023-12-31,False,Mensual,265027.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00134,Energia Sustentable S.A.,Campaña,Contacto AES,-,maria.lopez@energiasustentable.com,+55 21 9876 5432,Rio de Janeiro,Brasil,Observacion MM,S.A.,Responsable Inscripto,33-12345678-9,2023-01-01,2023-12-31,False,Mensual,547298.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,+54 9 11 8765 4321,Buenos Aires,Argentina,Observacion SS,S.A.,Exento,30-33445566-7,2022-04-01,2023-12-01,False,Semestral,496574.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,+54 9 11 8765 4321,Buenos Aires,Argentina,Observacion SS,S.A.,Exento,30-33445566-7,2022-04-01,2023-12-01,False,Semestral,444382.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
D00140,EcoTransporte S.A.,Estado,Contacto AET,-,fernando.lopez@ecotransporte.com,+54 9 11 8765 4321,Buenos Aires,Argentina,Observacion SS,S.A.,Exento,30-33445566-7,2022-04-01,2023-12-01,False,Semestral,488440.0,405100,Ingresos Servicios,"Servicios Sociales, Asistencia Tecnica, Educacion, Matriculas, etc"
